n,gamma,eps,diameter,cover,omega_active,cover_margin,m
2,177.042258,1.0,486.83916933520317,0,1,-0.10121809844943641,6
2,3.293113,1.0,632.5967730048574,1,1,-5.684341886080802e-14,7
2,57.922334,1.0,55.95369157877826,1,1,-1.4210854715202004e-14,7
2,159.711438,1.0,196.1496631638104,1,0,-4.263256414560601e-14,4
2,163.728505,1.0,215.58771895921316,1,0,-2.842170943040401e-14,4
2,6.690666,1.0,79.40311824274812,1,1,-1.4210854715202004e-14,5
2,112.345032,1.0,38.36031596342181,1,0,-3.552713678800501e-14,4
2,12.447634,1.0,245.36838262322593,1,0,0.0,4
2,33.282856,1.0,69.69999906749536,1,0,-2.1316282072803006e-14,4
2,176.731627,1.0,248.80605851833653,1,0,-9.947598300641403e-14,4
2,105.459049,1.0,38.891973073943724,1,0,0.0,4
2,135.984478,1.0,92.739725852519,1,0,0.0,4
2,45.835734,1.0,78.9056430742933,1,0,-1.4210854715202004e-14,4
2,48.581018,1.0,52.87041604971031,1,0,-3.197442310920451e-14,4
2,4.842438,1.0,399.632240234373,1,0,-5.684341886080802e-14,4
2,32.523229,1.0,89.9416764217152,1,0,-5.684341886080802e-14,4
2,65.147836,1.0,58.817046664731016,1,1,-3.907985046680551e-14,6
2,153.199868,1.0,107.2107664356376,1,0,-1.4210854715202004e-14,4
2,128.35,1.0,62.346845937520115,1,0,0.0,4
2,87.07807,1.0,24.227279537402314,1,0,0.0,4
2,70.289856,1.0,43.708343555441246,1,0,0.0,4
2,22.000931,1.0,118.62841539655632,1,0,-5.684341886080802e-14,4
2,26.086841,1.0,77.31354512508918,1,0,0.0,4
2,0.863305,1.0,1052.7259807906357,0,1,-0.17468006204285302,3
2,130.720186,1.0,64.9647289329823,1,0,-9.947598300641403e-14,4
2,66.05071,1.0,44.91271876386965,1,0,-2.842170943040401e-14,4
2,105.875269,1.0,40.973322359974496,1,0,-5.684341886080802e-14,4
2,72.022444,1.0,55.378211213604935,1,0,-6.039613253960852e-14,4
2,17.692882,1.0,162.48451413030944,1,1,0.0,6
2,22.081934,1.0,144.9446204587151,1,0,-5.684341886080802e-14,4
2,125.9879,1.0,58.460764726640114,1,0,-5.684341886080802e-14,4
2,159.958166,1.0,143.45944162072558,1,0,0.0,4
2,41.087288,1.0,79.27707297074562,1,0,-4.973799150320701e-14,4
2,61.710228,1.0,43.42135780647993,1,0,0.0,4
2,156.806886,1.0,131.6918867906746,1,0,-7.105427357601002e-14,4
2,96.402201,1.0,46.45527693526085,1,0,0.0,4
2,95.631959,1.0,46.76960088199338,1,0,-4.973799150320701e-14,4
2,54.775892,1.0,65.65565955697447,1,1,-4.263256414560601e-14,6
2,113.469789,1.0,51.86033239438163,1,0,-5.3290705182007514e-14,4
2,67.120837,1.0,26.122407518317143,1,0,-1.9539925233402755e-14,4
2,87.288991,1.0,39.78087836249795,1,0,-1.4210854715202004e-14,4
2,12.671187,1.0,240.44592071347165,1,1,0.0,6
2,111.089506,1.0,36.57298259643565,1,0,-5.684341886080802e-14,4
2,11.694013,1.0,191.71751857299415,1,1,0.0,6
2,14.803049,1.0,244.53552273621833,1,0,-1.1368683772161603e-13,4
2,95.981053,1.0,40.4309066948842,1,0,-5.684341886080802e-14,4
2,90.146416,1.0,46.91341512441646,0,0,-0.7236218605863094,4
2,3.234747,1.0,601.2052136117967,0,1,-0.0797438855295809,6
2,144.705696,1.0,41.0171583452408,1,0,0.0,4
2,77.66317,1.0,52.114994420998684,1,0,-1.7763568394002505e-14,4
